pub-uid	0	1	2	3	4	5
10.1093_cid_cix556	0.0010722279771282653	0.4802027329271331	0.0010764305629686161	0.08313740029603725	0.0010812776850251224	0.4334299305517077
10.1371_journal.pone.0181797	0.0009860536774262212	0.0009821048347814839	0.3523480643255686	0.030796993165277117	0.0009763842083016628	0.6139103997886449
10.1093_infdis_jix391	0.0011874142050770004	0.0011879071220743799	0.6937214290823427	0.0011947551503957378	0.021372193634983723	0.2813363008051266
10.1016_j.rmed.2017.08.002	0.0011833406380985098	0.001176583514502644	0.0011719487148815497	0.017002814720981592	0.0011713699406669727	0.9782939424708686
10.1017_S0950268817001911	0.05404801083493182	0.0014600264128866265	0.0014638198086225642	0.001462243647973008	0.0671492216474241	0.8744166776481619
10.1093_heapol_czx041	0.0009731087549098921	0.0009744114272036481	0.9951291032315862	0.0009749823394995113	0.0009724172078619615	0.0009759770389387523
10.1093_heapol_czx093	0.0010936889548288028	0.001097030839422345	0.3904104294115689	0.001094279686128583	0.001098316829923789	0.6052062542781276
10.1111_tmi.12934	0.0010820569394915627	0.0010830519322977765	0.15258439001275528	0.7022540685402379	0.001080439080022248	0.14191599349519515
10.1016_j.diagmicrobio.2017.06.018	0.0013940894696833858	0.36009825549241825	0.0013954927261897506	0.6343214127499474	0.0013925620785135346	0.001398187483247758
10.1016_j.ijid.2017.06.010	0.6579555210513319	0.337177278510847	0.001222850132536594	0.001215616618219755	0.0012109281051230368	0.0012178055819414035
10.1016_j.ijid.2017.07.025	0.0010080133697306889	0.0010112181335108922	0.001011338472842528	0.21690681321746902	0.09007870241376387	0.689983914392683
10.5588_ijtld.16.0939	0.0013311382572784446	0.0818518059287233	0.0013392359410294608	0.7128705421070458	0.0013396536989188973	0.20126762406700413
10.1186_s12879_017_2746_5	0.0008361704331259907	0.0008386879772011717	0.0008450337096135225	0.000846894261459633	0.0008366294624174529	0.9957965841561822
10.1016_j.ejmech.2017.05.057	0.0016845990123460584	0.9915568831791233	0.0016873323140086077	0.001694858812602573	0.0016878913280444293	0.0016884353538749862
10.1371_journal.pone.0184510	0.31597653891681615	0.3370833327918817	0.21970644037661538	0.001645102700361406	0.0016409776313298556	0.12394760758299557
10.3389_fmicb.2017.01768	0.0012909021171873935	0.9935393782221221	0.0012899859986773426	0.0012978353358464865	0.0012893549146799773	0.0012925434114867394
10.4103_0366_6999.213413	0.001829160008579304	0.0018269187261348403	0.39783466706848164	0.0018287321376737546	0.0018215518295040065	0.5948589702296264
10.1128_AAC.02586_16	0.0010798543536633689	0.0010845233635740663	0.001082725791645183	0.0010801588221207392	0.001085697299798729	0.994587040369198
10.7705_biomedica.v34i2.3437	0.0014091888596185838	0.001411733423511275	0.19329079011179404	0.8010601446141353	0.0014080946573255156	0.0014200483336152417
10.1590_0037_8682_0465_2016	0.08230191400303018	0.0015146947142319629	0.0834825743286166	0.0015189212108782362	0.0015249986230947692	0.8296568971201481
10.1016_j.jiph.2016.11.005	0.001299692874171593	0.9935078244162563	0.0012991183292402112	0.0012976301201428255	0.001297567805617862	0.0012981664545710428
10.1016_j.jiph.2017.04.008	0.14483636290607566	0.795139670820031	0.03101268050611007	0.0261479835529225	0.001426665472298097	0.0014366367425627151
10.1016_j.jgar.2017.04.010	0.10477362031798174	0.5508652047627473	0.0012190916092665717	0.0012294638367886792	0.0012123620659507557	0.34070025740726484
10.1016_j.jgar.2017.06.007	0.0010597927919790116	0.8664776166694503	0.08915870160616031	0.0010686149213829546	0.04117254946543814	0.0010627245455893306
10.1016_j.micpath.2017.07.005	0.0014368300816294645	0.7598009373349414	0.0014378297870904287	0.13480747681400493	0.0014301226141627667	0.10108680336817098
10.5588_ijtld.17.0086	0.044834118656817294	0.001737505598853847	0.28480301388108514	0.11295351521921301	0.0017238073722206846	0.55394803927181
10.5588_ijtld.17.0174	0.07476505450839471	0.07604785065020983	0.1376090527890131	0.06647900123222399	0.001470417277803516	0.6436286235423548
10.5588_ijtld.16.0794	0.0013179688873245178	0.0013208537417473748	0.23723449071489314	0.2668995618095547	0.0013254669996720875	0.49190165784680834
10.1128_AAC.00511_17	0.38520380423245804	0.2991570306270788	0.0010492778460812846	0.22288373239968826	0.0010457871311716049	0.09066036776352195
10.1128_AAC.02039_16	0.0012292252408353623	0.8499727958962856	0.08695501126172701	0.0012287387154230921	0.001234933493924544	0.05937929539180445
10.1016_j.tube.2017.07.002	0.0009159479701483868	0.43061537973773584	0.0009133903489440081	0.551134375492795	0.0009128579796708867	0.015508048470705983
10.1016_j.gene.2017.05.031	0.0014626993715426912	0.8782676930742456	0.04455286417756299	0.0014704416171446495	0.07278102528155202	0.001465276477952108
10.1186_s12879_017_2668_2	0.0011805660547223778	0.0011886653826396268	0.5722743036652547	0.001181836161156346	0.02353590369398726	0.4006387250422397
10.1186_s12879_017_2662_8	0.0008092330387477098	0.0008094836890718091	0.0008117489618622103	0.0008093731937863782	0.0008068338430228957	0.9959533272735089
10.1016_j.bmcl.2017.07.023	0.0018346592281856598	0.990810106801286	0.0018348578880094657	0.00184620393246911	0.0018367039577989696	0.001837468192250899
10.1038_s41598_017_07959_2	0.001950625750495982	0.0019498262239285157	0.9902386357549812	0.0019489796064457072	0.0019438127625041183	0.0019681199016445294
10.1186_s12879_017_2652_x	0.0014865453579849459	0.0014833101526887486	0.29936806261109594	0.001485832305508715	0.0014832998107706635	0.694692949761951
10.1371_journal.pone.0182780	0.0013071920400143985	0.0013080865342598356	0.2657758596073448	0.0013091504074385948	0.0013080536893830283	0.7289916577215594
10.1128_AAC.00490_17	0.19807906168400402	0.424129965931022	0.123358997433725	0.0012351467972917549	0.0012407241167390118	0.2519561040372183
10.3855_jidc.8009	0.0011963585309607775	0.0012066931031000845	0.0011988688248094832	0.9939965992866654	0.0011954742034086942	0.0012060060510555646
10.5588_ijtld.16.0933	0.0013590650252103184	0.00136100476210542	0.0013666152997159635	0.012946311646210329	0.0013601894537825859	0.9816068138129753
10.5588_ijtld.16.0850	0.24468347183498418	0.0013876914268213586	0.0014054318289413385	0.44984127941339513	0.0013854710821972242	0.3012966544136607
10.5588_ijtld.16.0717	0.03689682894708673	0.0016292665564711642	0.5738704082648431	0.0015995602226441326	0.0015931111900030514	0.3844108248189517
10.1016_j.ijantimicag.2017.01.042	0.002396373823562105	0.295562010458108	0.07843292543242135	0.0023898515184966255	0.10528645098887739	0.5159323877785346
10.1128_AAC.00343_17	0.001102572926242381	0.7767424434887811	0.0011037390043934683	0.001104981091237742	0.0011194852994818563	0.21882677818986357
10.1016_j.mimet.2017.06.007	0.0018814860260811927	0.19478473964768317	0.001897033001893795	0.7976617995444333	0.0018843087700047782	0.0018906330099037623
10.1186_s12879_017_2594_3	0.6198171241923881	0.2427993102274413	0.11591816253231552	0.0008837717586809188	0.0008755493725794582	0.019706081916594873
10.1371_journal.pone.0180916	0.029415619664066747	0.32465734562384746	0.0009529297621770063	0.0009585367303141867	0.05856199195597373	0.5854535762636208
10.1186_s13063_017_1996_2	0.020173005254900553	0.0009225595208903454	0.44580891549464974	0.03545026407360857	0.02839016422227949	0.4692550914336712
10.4103_0366_6999.208248	0.0013318813679848163	0.30242354050228126	0.0013372884168130741	0.6922477447657733	0.001327368838827351	0.0013321761083202573
10.1016_j.tube.2017.04.002	0.027550582400276656	0.8616498861869034	0.0933431282633505	0.0011828518742682086	0.015093078612110178	0.001180472663091023
10.1177_0192623317723085	0.0473532690250334	0.32202597312129755	0.26749532865682557	0.0016078319970553913	0.2259808947042915	0.1355367024954966
10.1183_13993003.00061_2017	0.0013127216337533076	0.001313387150960909	0.00131996542231285	0.0013117204831294617	0.0013056726527195233	0.993436532657124
10.5588_ijtld.16.0658	0.0017000371708696697	0.0016957389646766053	0.6311235507425641	0.0016890418001663894	0.001701200999098948	0.3620904303226242
10.5588_ijtld.16.0759	0.001581567733361399	0.0015839857764214692	0.41442323825901184	0.11793480725159203	0.0015851512788456045	0.4628912497007676
10.5588_ijtld.16.0510	0.19116750139662111	0.46224497467323955	0.0013619609485439727	0.0013623350005898386	0.0013594823777051859	0.3425037456033002
10.5588_ijtld.16.0949	0.002660753109830563	0.002660612522855254	0.7629836752318326	0.002659077046400634	0.002653740978880458	0.22638214111020044
10.1097_MD.0000000000007482	0.0017879339922840256	0.0017849377993596587	0.0017833230512891234	0.0017783600350020417	0.0017914422508694345	0.9910740028711957
10.1016_j.chest.2017.04.155	0.001157408962581189	0.001159629382883507	0.5968680433491478	0.0011541906889138073	0.021318131109233595	0.3783425965072401
10.1128_JCM.02257_16	0.19272755733034194	0.18320602349672527	0.04529535676602933	0.5764896775676452	0.0011384412347529474	0.0011429436045052527
10.3346_jkms.2017.32.7.1105	0.0012503790121629946	0.2849439123341055	0.14798251008589258	0.0962744029861378	0.001240873050845511	0.46830792253085557
10.1016_j.tube.2017.03.008	0.0014428495340319386	0.19032064322210995	0.0014231659746980058	0.803965941717648	0.0014241511857249155	0.001423248365787219
10.1371_journal.pone.0177536	0.0012387144043264553	0.001240014608921518	0.785605547355047	0.0012440491120802439	0.0012409109482787984	0.20943076357134616
10.1038_s41598_017_03514_1	0.29319486360282965	0.04114239666803063	0.0014529826762310445	0.001446334733060954	0.26221726242879956	0.40054615989104814
10.1080_16549716.2017.1293925	0.0012255672181304264	0.16479394406336895	0.07379267663342592	0.0012327066256989888	0.0012216337888819044	0.7577334716704939
10.1016_j.cmi.2017.01.004	0.0010200960622027536	0.07428436883545697	0.0010260675981514224	0.8547414352675531	0.0010220194701364687	0.06790601276649946
10.1590_0074_02760160376	0.09069728316691045	0.11354857448577214	0.001353971721768835	0.7917025280943984	0.0013481025610300932	0.0013495399701200148
pub-0105	0.0018734101203197195	0.04560130820669285	0.9010784838052727	0.0018581266871760273	0.0018599487912271907	0.04772872238931147
10.1016_j.jgar.2017.02.013	0.001205099242986103	0.3224608067361968	0.0012082432855236188	0.32066985072162285	0.0012051512426121255	0.3532508487710585
10.1128_JCM.02104_16	0.0011823043608496925	0.27588337703279336	0.020370300510826056	0.7002019681788768	0.0011782895741631043	0.0011837603424911488
10.1128_JCM.00152_17	0.0009360255588591894	0.5017344568759765	0.0009390563274533874	0.04215419328746199	0.0009344491612358169	0.453301818789013
10.1039_c7md00146k	0.003276755775010726	0.9835591049744203	0.003313663031403723	0.003283148388817455	0.0032821815263391293	0.003285146304008568
10.1128_AAC.02402_16	0.2045521288058952	0.4992368514508953	0.0010969244453342655	0.0010889830241589582	0.24852745596877512	0.04549765630494119
10.1128_AAC.00239_17	0.12784315305595795	0.7232362970520156	0.001584013572278013	0.001587864380583375	0.0015762672524067206	0.1441724046867583
10.3346_jkms.2017.32.6.954	0.06360285874490784	0.05865002263162359	0.19665894168205203	0.0932460161600824	0.0014687996855470543	0.586373361095787
10.1111_tmi.12875	0.9969320625614034	0.0006119365598123701	0.0006113446280663509	0.0006106902330396613	0.0006223179140892061	0.0006116481035890475
10.5588_ijtld.17.0135	0.12447920491162165	0.0013275017606146802	0.6314347976645833	0.0013279282890162414	0.0013282109830417082	0.24010235639112246
10.1016_j.ijantimicag.2017.01.024	0.001030596222086567	0.7991248760483318	0.0010294426913456554	0.0010278523331994699	0.0010393508525267275	0.1967478818525097
10.1016_j.meegid.2017.02.012	0.13847410976724808	0.7672553355732261	0.046831745620666256	0.045304743009945615	0.0010638053312278138	0.0010702606976860792
10.1186_s12879_017_2489_3	0.0010283400539194188	0.1143209610521517	0.0010241950134237017	0.8815827859500414	0.0010196154075447763	0.001024102522919039
10.12659_MSM.904682	0.00126012175749497	0.001260696122647534	0.0012622127465035068	0.0012619385205875828	0.0012586903005449024	0.9936963405522214
10.1371_journal.pone.0177167	0.01951374474613298	0.33399991342983776	0.0013797827349441853	0.6423578547495874	0.0013728422378428936	0.0013758621016547387
10.1371_journal.pone.0176660	0.012589029494531176	0.17630569996745996	0.0012788497117819163	0.1588073762285812	0.359146329892757	0.29187271470488874
10.1183_13993003.00387_2017	0.1810186582096659	0.0014586098496441212	0.0014621195218578026	0.0014612919288820398	0.0014611892464550602	0.8131381312434951
10.1177_1010539517700474	0.1285082790476366	0.18460703109332507	0.286020837140705	0.0019378361802590744	0.0019201305412871333	0.3970058859967871
10.1016_j.ijantimicag.2017.02.008	0.003226561995649252	0.43629248040404306	0.34190510384125017	0.003220930452212892	0.0032326840268556466	0.212122239279989
10.1016_j.arbres.2016.10.021	0.06503048056666488	0.0014499987193698379	0.0014473441334102218	0.0014486267257081658	0.0014463061665105465	0.9291772436883363
10.1016_j.tube.2017.02.006	0.17543602833657346	0.7088036102157799	0.0011732536744003574	0.11225263519886342	0.0011689583067436573	0.0011655142676391063
10.5588_ijtld.16.0544	0.0014377726277366402	0.47071212582781846	0.0014383566156401342	0.08355461625640043	0.0014286782771305766	0.4414284503952738
10.5588_ijtld.16.0779	0.0015054714346009613	0.001512300756147898	0.0015164522222836075	0.08267851845113258	0.001518359647893182	0.9112688974879418
10.1016_j.thorsurg.2017.01.003	0.0032772987733705092	0.0032901309531875164	0.5209751308773247	0.05710277452958706	0.0033129698763056568	0.4120416949902246
10.1017_S0950268817000267	0.0018490430564037205	0.0018536869826377648	0.931783442145294	0.0018428284867902946	0.0018556069432932433	0.0608153923855809
10.1080_17476348.2017.1309294	0.0018161470947763104	0.0018190619121754175	0.927315285968842	0.0018169364191931538	0.0018189819226200794	0.06541358668239312
10.3389_fmicb.2017.00711	0.0009929976985431565	0.9950349166901308	0.000992688528623867	0.0009941421623666704	0.0009908197062003254	0.0009944352141351832
10.1186_s12879_017_2409_6	0.001163489214184452	0.2607619009151683	0.0011652012307333275	0.5943684458199954	0.0011521740122256573	0.14138878880769282
10.1038_s41598_017_01213_5	0.0017256833266962	0.0017273557313009773	0.0017370428822616336	0.0017249643920347496	0.0017239121240717535	0.9913610415436346
10.1186_s12879_017_2389_6	0.0006344504519292577	0.018711964490435044	0.0006356073104527307	0.9787448621207742	0.0006346690490767432	0.0006384465773319994
10.1186_s12879_017_2343_7	0.0012786974717433227	0.2890907276840066	0.0012896038007107903	0.18149435365199146	0.085925925251015	0.4409206921405329
10.1186_s12913_017_2191_6	0.001012597702577456	0.0010192185016789632	0.2025899487175029	0.38350436681329286	0.0010131866992200273	0.41086068156572775
10.1016_S2213_2600_17_30079_6	0.029605046595365645	0.1412512115075092	0.826447087434903	0.0008965455381921506	0.0008978009484178306	0.0009023079756121199
10.4103_IJPM.IJPM_53_16	0.0013455002096667075	0.3172648781536318	0.029651330579005222	0.5783992671829514	0.0013460717970397594	0.07199295207770505
10.3346_jkms.2017.32.4.636	0.08580285631835513	0.09615196379272747	0.0015153219989681899	0.1011155473361169	0.001507233031315261	0.7139070775225171
10.1093_jac_dkw522	0.18326074378902268	0.12197498978827605	0.31963704700083934	0.37290300521725767	0.0011150045741266429	0.0011092096304777489
10.1099_jmm.0.000449	0.0014449778253635263	0.00144691572688973	0.0014457043349465795	0.9927692467064176	0.0014477116135930446	0.0014454437927895075
10.3791_55273	0.0014804394013559826	0.5412645761472602	0.45279532025251396	0.001494094503974948	0.0014837253488964347	0.0014818443459983918
10.1128_AAC.01783_16	0.0010691588122298682	0.6944319884463155	0.2077923985442354	0.0010685132835913228	0.04137262760163356	0.05426531331199432
10.5588_ijtld.16.0694	0.0016313024806334899	0.128289808033604	0.13195395349751027	0.11759958229302325	0.0016076507788422068	0.6189177029163868
10.1016_j.biopha.2017.01.098	0.0020173998613026464	0.8049023208012918	0.06522466419553881	0.0020129994349055167	0.12382211336641914	0.002020502340542179
10.1016_j.meegid.2017.01.002	0.0009476173787718557	0.9952591796422603	0.0009487402320501075	0.0009486224130451791	0.0009449911594124538	0.0009508491744600916
10.1371_journal.pone.0173804	0.0011002031819436846	0.0010964747713433014	0.03163888013553951	0.9639698100736727	0.0010938136892778606	0.0011008181482230288
10.1186_s12879_017_2323_y	0.0009455482505835917	0.10000552050290341	0.2112766950535211	0.0009569568289756424	0.0009459265257723554	0.6858693528382439
10.1186_s12906_017_1563	0.001203363238244844	0.9538872693321361	0.0012191008150487699	0.04125715544104055	0.0012147518251005333	0.0012183593484294721
10.1186_s12913_017_2118_2	0.7400644952732836	0.0007497051912717955	0.10959823180748056	0.07527293942403855	0.0007480190688966866	0.07356660923502871
10.1371_journal.pone.0172748	0.0010901784031485836	0.0010901337728867378	0.7296882757624301	0.03503426756497032	0.0010876852855256696	0.2320094592110386
10.1016_j.bjid.2016.11.006	0.012864165865220335	0.0009039295376631163	0.000909229440824201	0.000899299979447577	0.0008988805396418767	0.9835244946372029
10.1183_13993003.01799_2016	0.17667622462315902	0.0013462648073812081	0.0013389005638760596	0.001343055060335423	0.0013385065123767306	0.8179570484328715
10.1016_j.ijantimicag.2016.11.027	0.0800657649472308	0.8738932203762508	0.0012850728395719733	0.001285340070207365	0.00127847116475512	0.042192130601983756
10.1016_j.ijid.2016.10.026	0.0014322204153892368	0.0014380862371402917	0.5315918414576055	0.0014294985007281841	0.0014302990377977921	0.462678054351339
10.1038_ng.3767	0.05439349156476399	0.7607394860106971	0.17982539754351143	0.0016842270142238608	0.0016738392295461335	0.0016835586372574518
10.1016_j.tube.2017.01.006	0.001067802909330636	0.0010754097350840284	0.0010716770879835664	0.0010694720961402686	0.0010747902011228208	0.9946408479703387
10.1016_j.jinf.2016.12.005	0.0012688890773326978	0.0012728698329893826	0.001281315400489545	0.001270859985077948	0.0012687298791738547	0.9936373358249366
10.1016_j.ejogrb.2016.12.009	0.000964074273427022	0.16117444762791874	0.000962714137919491	0.036250916678098835	0.35367293286618917	0.44697491441644677
10.1016_j.ijid.2017.01.012	0.0021988777228257317	0.00220208647069089	0.9049974550883135	0.002206305412259067	0.0861851680685875	0.0022101072373233196
10.1016_j.ijid.2016.11.416	0.00167213118235048	0.001675602942947188	0.8281344896118722	0.0016767725509053712	0.0016708870777172148	0.16517011663420758
10.1016_j.ijid.2016.11.002	0.0016874298921996892	0.0016975857445047605	0.8574363831546352	0.0016919652200356936	0.06714274263964906	0.07034389334897558
10.1016_j.ijid.2016.10.021	0.11054268952817678	0.15143690181086653	0.22745606291574327	0.02546212210286633	0.0013686092299588228	0.48373361441238827
10.1093_jac_dkw502	0.17771416820365663	0.6410203482549226	0.0012245129162968445	0.0012240861876010268	0.0012243687102031567	0.17759251572731974
10.21037_jtd.2017.02.54	0.03679098309618002	0.0013572528275100008	0.0013512225302442006	0.0013655941900943462	0.10354624031194683	0.8555887070440246
10.1089_mdr.2016.0075	0.0012643955896883357	0.0012680859178677865	0.29369114960930354	0.11469664923747083	0.0012595311236389176	0.5878201885220306
10.1016_j.yrtph.2016.12.002	0.18848766701771713	0.6462473721318824	0.08749673060283616	0.07406071204350868	0.0018518788118552939	0.0018556393922002546
10.1016_j.cmi.2016.09.006	0.001470122370037161	0.7024867936265269	0.29162916740858313	0.0014761628881626244	0.001464940081630338	0.001472813625059817
10.1183_13993003.00803_2016	0.0014222391226514394	0.02066316803576307	0.0014312427439024974	0.0014194573083566263	0.0014245023046364036	0.97363939048469
10.1183_13993003.02445_2016	0.18471343948219193	0.0015217588030297137	0.0015116116125388104	0.0015181960604458628	0.001513327344676835	0.8092216666971168
10.5588_ijtld.16.0576	0.0016909617492238793	0.0016920227633570508	0.5737753809595784	0.0017008419358866132	0.00170471029281688	0.4194360822991372
10.5588_ijtld.16.0444	0.001664361332005622	0.43058835269494766	0.10659990980714779	0.0016643545143621684	0.0016544130249205482	0.45782860862661606
10.5588_ijtld.16.0155	0.0016688805999929297	0.12520057818210692	0.0016683267622175364	0.04223500109682726	0.1742351083437479	0.6549921050151074
10.5588_ijtld.16.0661	0.0012681734546051947	0.001268814750768042	0.0012728512240717	0.0012662435039135474	0.0012674838677894892	0.993656433198852
10.5588_ijtld.16.0191	0.0014049523643960434	0.001409402996512709	0.1667954630331138	0.7020694524414335	0.0014116854353266217	0.1269090437292173
10.1128_JCM.01865_16	0.001279810194275748	0.302249112493027	0.0012831272997008995	0.6926206941968445	0.0012759146896284413	0.001291341126523486
10.1016_j.tube.2016.12.007	0.05012734709135483	0.8510652384446135	0.052971833857150125	0.001284818289586885	0.04324880871075844	0.0013019536065363704
10.1093_inthealth_ihw059	0.001288467838933634	0.001288991538768124	0.8961296680100541	0.0013000147635931125	0.0012946013592415016	0.09869825648940966
10.1111_tmi.12826	0.0013050577580612699	0.0013078683190818256	0.0013123344209453021	0.001305826224784806	0.0013048099551140522	0.9934641033220127
10.1128_AAC.01400_16	0.0011496782971831914	0.3374831214985313	0.0011489386629873722	0.001144931217547805	0.0011532920351017767	0.6579200382886485
10.1016_j.meegid.2016.12.016	0.274418545100348	0.14969555969867634	0.08563619868093936	0.0013806751651414381	0.0013914350627159083	0.48747758629217897
10.1186_s12906_016_1521_2	0.000872721814674	0.9224082526545863	0.054013452146171134	0.0008740138226380504	0.020955714231755847	0.000875845330174657
10.1038_srep42814	0.7464358967891236	0.2471001133714826	0.0016232083258541756	0.0016189938268033044	0.001607447950245622	0.001614339736490808
10.1186_s12889_017_4089_y	0.0008955578598381765	0.0008921624691439626	0.7616065515959647	0.0008918748750882389	0.000891042265045834	0.23482281093491927
10.1016_j.ejmech.2016.12.042	0.0027857274286350246	0.9608361378207885	0.002799466714934907	0.002787422697234458	0.002797152869646856	0.02799409246876042
10.1371_journal.pone.0172143	0.0011020775212372044	0.001106420904582173	0.10266524726979664	0.589527046642568	0.0010995966223791087	0.30449961103943674
10.1371_journal.pone.0171800	0.07592938546991676	0.024073733272738183	0.41528777495789904	0.001039819362155261	0.001039279850719283	0.4826300070865714
10.1186_s12879_017_2230_2	0.0011019613836811047	0.0011267858013597049	0.0011090461145586868	0.035438755843042055	0.0010995098127471515	0.9601239410446114
10.1016_j.bmcl.2016.12.060	0.0023306821164724044	0.9585206462084869	0.002337639414809668	0.0023251938408918814	0.032143109331420734	0.0023427290879182387
10.1166_jbmb.2017.1643	0.0015471308607980308	0.9434363745732403	0.0015406672561425218	0.05039250633059653	0.0015386245027505063	0.001544696476472147
10.5588_ijtld.16.0493	0.07271600634502592	0.0015931452208792646	0.6512109524541421	0.0015976478532047668	0.0015926279936291617	0.2712896201331188
10.1016_j.cmi.2016.10.006	0.0013296476308821367	0.4304001470987356	0.38629277659250993	0.12112460644472978	0.05953030520934932	0.0013225170237933064
